"","source","source_id","source_site_name","site_name","latitude","longitude","phase","phase_description","phase_code","age_start","age_end","taxon_source","n","prop","reference","taxon_detail","taxon","genus","family","category","founder_crop","edibility","grass_type","legume_type"
"527","ORIGINS","15549–15549","Atlit-Yam","Atlit-Yam",32.68,34.93,"PPNC",NA,"ATYA PPNC",9019,8042,"Phoenix theophrasti",1,0.000183688464364438,"KislevEtal04","Phoenix theophrasti","Phoenix spp. (incl. dactylifera, theophrasti)","Phoenix","Phoeniaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"528","ORIGINS","15547–15547","Atlit-Yam","Atlit-Yam",32.68,34.93,"PPNC",NA,"ATYA PPNC",9019,8042,"Pinus halepensis",2,0.000367376928728876,"KislevEtal04","Pinus halepensis","Pinus halepensis","Pinus","Pinaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"529","ORIGINS","15543–15543","Atlit-Yam","Atlit-Yam",32.68,34.93,"PPNC",NA,"ATYA PPNC",9019,8042,"Pistacia atlantica",124,0.0227773695811903,"KislevEtal04","Pistacia atlantica","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"530","ORIGINS","15544–15544","Atlit-Yam","Atlit-Yam",32.68,34.93,"PPNC",NA,"ATYA PPNC",9019,8042,"Pistacia lentiscus",13,0.00238795003673769,"KislevEtal04","Pistacia lentiscus","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"531","ORIGINS","15545–15545","Atlit-Yam","Atlit-Yam",32.68,34.93,"PPNC",NA,"ATYA PPNC",9019,8042,"Pistacia palaestina",312,0.0573108008817046,"KislevEtal04","Pistacia palaestina","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"532","ORIGINS","15536–15546","Atlit-Yam","Atlit-Yam",32.68,34.93,"PPNC",NA,"ATYA PPNC",9019,8042,"Triticum dicoccum",897,0.164768552534901,"KislevEtal04","Triticum dicoccum","Triticum spp. (incl. dicoccoides/dicoccum)","Triticum","Poaceae","Grasses","emmer wheat","Edible seed/fruit","Large/medium-seeded",NA
"533","ORIGINS","15535–15535","Atlit-Yam","Atlit-Yam",32.68,34.93,"PPNC",NA,"ATYA PPNC",9019,8042,"Triticum parvicoccum",287,0.0527185892725937,"KislevEtal04","Triticum parvicoccum","Triticum spp. (incl. spelta, turgidum, parvicoccum)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"534","ORIGINS","15541–15551","Atlit-Yam","Atlit-Yam",32.68,34.93,"PPNC",NA,"ATYA PPNC",9019,8042,"Vitis sylvestris",4,0.000734753857457752,"KislevEtal04","Vitis sylvestris","Vitis spp. (incl. sylvestris, vinifera)","Vitis","Vitaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"535","ORIGINS","1923–1923","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Arnebia linearifolia",2,0.0091743119266055,"Colledge2001","Arnebia linearifolia","Arnebia spp. (incl. decumbens, linearifolia)","Arnebia","Boraginaceae","Wild plants",NA,NA,NA,NA
"536","ORIGINS","1872–1903","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Brassicaceae",3,0.0137614678899083,"Colledge2001",NA,"Brassicaceae indet. (edible)",NA,"Brassicaceae","Wild plants",NA,"Edible seed/fruit",NA,NA
"537","ORIGINS","1877–1877","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Erodium",1,0.00458715596330275,"Colledge2001","Erodium sp.","Erodium spp. (incl. ciconium, gruinum)","Erodium","Geraniaceae","Wild plants",NA,NA,NA,NA
"538","ORIGINS","1880–1941","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Hordeum vulgare",5,0.0229357798165138,"Colledge2001","Hordeum vulgare","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"539","ORIGINS","1947–1947","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Hordeum vulgare/spontaneum",1,0.00458715596330275,"Colledge2001","Hordeum sp.","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"540","ORIGINS","1863–1936","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Malva",4,0.018348623853211,"Colledge2001","Malva sp.","Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)","Malva","Malvaceae","Wild plants",NA,NA,NA,NA
"541","ORIGINS","1869–1921","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Phalaris",7,0.0321100917431193,"Colledge2001","Phalaris sp.","Phalaris spp. (incl. minor, paradoxa, tuberosa)","Phalaris","Poaceae","Grasses",NA,"Edible seed/fruit","Small-seeded",NA
"542","ORIGINS","1890–1890","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Pistacia",1,0.00458715596330275,"Colledge2001","Pistacia sp.","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"543","ORIGINS","1857–1950","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Scirpus",19,0.0871559633027523,"Colledge2001","Scirpus sp.","Bolboschoenus spp. (incl. glaucus, maritimus)","Scirpus","Cyperaceae","Wild plants",NA,"Edible seed/fruit",NA,NA
"544","ORIGINS","1868–1868","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Teucrium",1,0.00458715596330275,"Colledge2001","Teucrium sp.","Teucrium spp. (incl. polium)","Teucrium","Lamiaceae","Wild plants",NA,NA,NA,NA
"545","ORIGINS","1938–1938","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Triticum",1,0.00458715596330275,"Colledge2001","Triticum sp.","Triticum spp. (indeter.)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"546","ORIGINS","1931–1931","Azraq 31","Azraq 31",31.8,36.82,"Late PPNB/LN",NA,"AZ31 L-PPNB/L-N",9306,9234,"Triticum aestivum/durum",1,0.00458715596330275,"Colledge2001","Triticum sp.","Triticum spp. (inc. aestivum, durum)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"547","ORIGINS","16059–16208","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Alkanna orientalis",2,0.0040281973816717,"Neef04","Alkanna orientalis","Alkanna spp. (incl. orientalis)","Alkanna","Boraginaceae","Wild plants",NA,NA,NA,NA
"548","ORIGINS","16126–16126","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Ammi majus",1,0.00201409869083585,"Neef04","Ammi majus","Ammi majus","Ammi","Apiaceae","Wild plants",NA,"Edible seed/fruit",NA,NA
"549","ORIGINS","16067–16315","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Amygdaloideae",7.75,0.0156092648539778,"Neef04",NA,"Amygdalus spp. (incl. communis, korshinskyi, webii)",NA,"Rosaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"550","ORIGINS","16117–16339","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Arnebia linearifolia",9,0.0181268882175227,"Neef04","Arnebia linearifolia","Arnebia spp. (incl. decumbens, linearifolia)","Arnebia","Boraginaceae","Wild plants",NA,NA,NA,NA
"551","ORIGINS","16037–16229","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Astragalus",40,0.080563947633434,"Neef04","Astragalus sp.","Astragalus spp. (incl. annularis, callichrous, tribuloides, vogelii)","Astragalus","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Small-seeded"
"552","ORIGINS","16055–16170","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Avena",2.5,0.00503524672708962,"Neef04","Avena sp.","Avena spp. (incl. barbata, clauda, fatua, sativa, sterilis, wiestii)","Avena","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"553","ORIGINS","16036–16340","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Buglossoides tenuiflora",67,0.134944612286002,"Neef04","Buglossoides tenuiflora","Buglossoides spp. (incl. arvensis, tenuiflora)","Buglossoides","Boraginaceae","Wild plants",NA,NA,NA,NA
"554","ORIGINS","16171–16171","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Eremopyrum bonaepartis",1,0.00201409869083585,"Neef04","Eremopyrum bonaepartis","Eremopyrum spp. (incl. bonaepartis)","Eremopyrum","Poaceae","Grasses",NA,NA,"Large/medium-seeded",NA
"555","ORIGINS","16092–16300","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Ficus",7,0.0140986908358509,"Neef04","Ficus sp.","Ficus spp. (incl. carica)","Ficus","Moraceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"556","ORIGINS","16106–16106","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Galium",1,0.00201409869083585,"Neef04","Galium sp.","Galium spp. (incl. aparine, mollugo, spurium, tricornotum, verrucosum)","Galium","Rubiaceae","Wild plants",NA,NA,NA,NA
"557","ORIGINS","16120–16120","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Helianthemum",1,0.00201409869083585,"Neef04","Helianthemum sp.","Helianthemum spp. (incl. ledifolium, salicifolium)","Helianthemum","Cistaceae","Wild plants",NA,NA,NA,NA
"558","ORIGINS","16044–16137","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Hordeum vulgare distichum",19.5,0.0392749244712991,"Neef04","Hordeum vulgare","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"559","ORIGINS","16065–16184","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Hordeum vulgare/spontaneum",9,0.0181268882175227,"Neef04","Hordeum sp.","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"560","ORIGINS","16303–16333","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Lens culinaris",7,0.0140986908358509,"Neef04","Lens culinaris","Lens spp. (incl. culinaris, orientalis)","Lens","Fabaceae","Pulses","lentil","Edible seed/fruit",NA,"Large/medium-seeded"
"561","ORIGINS","16056–16297","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Malva",5,0.0100704934541792,"Neef04","Malva sp.","Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)","Malva","Malvaceae","Wild plants",NA,NA,NA,NA
"562","ORIGINS","16349–16349","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Ononis",1,0.00201409869083585,"Neef04","Ononis sp.","Ononis spp. (incl. serrata, viscosa)","Ononis","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Small-seeded"
"563","ORIGINS","16035–16343","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Pistacia atlantica/khinjuk",98.5,0.198388721047331,"Neef04","Pistacia sp.","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"564","ORIGINS","16052–16320","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Pisum sativum",10.25,0.0206445115810675,"Neef04","Pisum sativum","Pisum spp. (incl. elatius, sativum)","Pisum","Fabaceae","Pulses","pea","Edible seed/fruit",NA,"Large/medium-seeded"
"565","ORIGINS","16119–16119","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Salsola",5,0.0100704934541792,"Neef04","Salsola sp.","Salsola spp. (incl. inermis, kali, volkensii)","Salsola","Amaranthaceae","Wild plants",NA,"leaves, stems",NA,NA
"566","ORIGINS","16095–16220","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Silene",3,0.00604229607250755,"Neef04","Silene sp.","Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)","Silene","Caryophillaceae","Wild plants",NA,NA,NA,NA
"567","ORIGINS","16099–16125","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Trigonella",3,0.00604229607250755,"Neef04","Trigonella sp.","Trigonella spp. (incl. arabica, astroites, noeana, sibthorpii)","Trigonella","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Small-seeded"
"568","ORIGINS","16034–16341","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Triticum",14.5,0.0292044310171198,"Neef04","Triticum sp.","Triticum spp. (indeter.)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"569","ORIGINS","16114–16114","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Triticum aestivum/durum",2,0.0040281973816717,"Neef04","Triticum sp.","Triticum spp. (inc. aestivum, durum)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"570","ORIGINS","16042–16216","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Triticum dicoccum",29.5,0.0594159113796576,"Neef04","Triticum dicoccum","Triticum spp. (incl. dicoccoides/dicoccum)","Triticum","Poaceae","Grasses","emmer wheat","Edible seed/fruit","Large/medium-seeded",NA
"571","ORIGINS","16043–16342","Basta I","Basta",30.22,35.53,"Phase 4","Main Late-PPNB occupation","BAS1 L-PPNB",9450,9210,"Triticum dicoccum/monococcum",9,0.0181268882175227,"Neef04","Triticum sp.","Triticum spp. (indeter. founder)","Triticum","Poaceae","Grasses","wheat","Edible seed/fruit","Large/medium-seeded",NA
"572","ORIGINS","16231–16290","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Amygdaloideae",4,0.0242057488653555,"Neef04",NA,"Amygdalus spp. (incl. communis, korshinskyi, webii)",NA,"Rosaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"573","ORIGINS","16246–16246","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Astragalus",1,0.00605143721633888,"Neef04","Astragalus sp.","Astragalus spp. (incl. annularis, callichrous, tribuloides, vogelii)","Astragalus","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Small-seeded"
"574","ORIGINS","16243–16258","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Ficus",7,0.0423600605143722,"Neef04","Ficus sp.","Ficus spp. (incl. carica)","Ficus","Moraceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"575","ORIGINS","16264–16350","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Galium",2,0.0121028744326778,"Neef04","Galium sp.","Galium spp. (incl. aparine, mollugo, spurium, tricornotum, verrucosum)","Galium","Rubiaceae","Wild plants",NA,NA,NA,NA
"576","ORIGINS","16237–16288","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Hordeum vulgare/spontaneum",38,0.229954614220877,"Neef04","Hordeum sp.","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"577","ORIGINS","16230–16292","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Pistacia atlantica/khinjuk",52.25,0.316187594553706,"Neef04","Pistacia sp.","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"578","ORIGINS","16238–16267","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Pisum sativum",3,0.0181543116490166,"Neef04","Pisum sativum","Pisum spp. (incl. elatius, sativum)","Pisum","Fabaceae","Pulses","pea","Edible seed/fruit",NA,"Large/medium-seeded"
"579","ORIGINS","16247–16247","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Trigonella",1,0.00605143721633888,"Neef04","Trigonella sp.","Trigonella spp. (incl. arabica, astroites, noeana, sibthorpii)","Trigonella","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Small-seeded"
"580","ORIGINS","16277–16277","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Triticum",1,0.00605143721633888,"Neef04","Triticum sp.","Triticum spp. (indeter.)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"581","ORIGINS","16283–16283","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Triticum aestivum/durum",11,0.0665658093797277,"Neef04","Triticum sp.","Triticum spp. (inc. aestivum, durum)","Triticum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"582","ORIGINS","16253–16281","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Triticum dicoccum",5,0.0302571860816944,"Neef04","Triticum dicoccum","Triticum spp. (incl. dicoccoides/dicoccum)","Triticum","Poaceae","Grasses","emmer wheat","Edible seed/fruit","Large/medium-seeded",NA
"583","ORIGINS","16282–16282","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Triticum dicoccum/monococcum",18,0.1089258698941,"Neef04","Triticum sp.","Triticum spp. (indeter. founder)","Triticum","Poaceae","Grasses","wheat","Edible seed/fruit","Large/medium-seeded",NA
"584","ORIGINS","16287–16287","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Triticum monococcum",1,0.00605143721633888,"Neef04","Triticum monococcum","Triticum spp. (incl. boeoticum/monococcum)","Triticum","Poaceae","Grasses","einkorn wheat","Edible seed/fruit","Large/medium-seeded",NA
"585","ORIGINS","16261–16261","Basta I","Basta",30.22,35.53,"Phase 3","Remains of a (later ?) architectual (sub-?) phase related to the last main Late PPNB occupation. Date added is the same as for Phase 4 as these two phases are descibed as 'related'.","BAS1 L-PPNB-sub",9450,9210,"Vicia ervilia",1,0.00605143721633888,"Neef04","Vicia ervilia","Vicia ervilia","Vicia","Fabaceae","Pulses","bitter vetch","Edible seed/fruit",NA,"Large/medium-seeded"
"586","ORIGINS","16348–16348","Basta I","Basta",30.22,35.53,"Phase 1 or 2","Remains of the Pottery Neolithic occupation, with similarities to the Yarmukian (PNA) or Remains of a Final PPNB in the so-called rubble layers. Dates are general period dates for Late PPNB from Atlas des Sites.","BAS1 PN",9550,8850,"Buglossoides tenuiflora",2,0.307692307692308,"Neef04","Buglossoides tenuiflora","Buglossoides spp. (incl. arvensis, tenuiflora)","Buglossoides","Boraginaceae","Wild plants",NA,NA,NA,NA
"587","ORIGINS","16346–16346","Basta I","Basta",30.22,35.53,"Phase 1 or 2","Remains of the Pottery Neolithic occupation, with similarities to the Yarmukian (PNA) or Remains of a Final PPNB in the so-called rubble layers. Dates are general period dates for Late PPNB from Atlas des Sites.","BAS1 PN",9550,8850,"Ficus",1,0.153846153846154,"Neef04","Ficus sp.","Ficus spp. (incl. carica)","Ficus","Moraceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"588","ORIGINS","16344–16347","Basta I","Basta",30.22,35.53,"Phase 1 or 2","Remains of the Pottery Neolithic occupation, with similarities to the Yarmukian (PNA) or Remains of a Final PPNB in the so-called rubble layers. Dates are general period dates for Late PPNB from Atlas des Sites.","BAS1 PN",9550,8850,"Pistacia atlantica/khinjuk",2.5,0.384615384615385,"Neef04","Pistacia sp.","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"589","ORIGINS","2321–2321","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Avena sterilis",2,6.02119460500963e-05,"Helbaek66","Avena sterilis","Avena spp. (incl. barbata, clauda, fatua, sativa, sterilis, wiestii)","Avena","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"590","ORIGINS","1958–1982","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Ficus",4,0.000120423892100193,"Colledge2001","Ficus sp.","Ficus spp. (incl. carica)","Ficus","Moraceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"591","ORIGINS","2326–2326","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Hordeum bulbosum",1,3.01059730250482e-05,"Helbaek66","Hordeum bulbosum","Hordeum spp. (bulbosum, glaucum, murinum, marinum, hystrix, sphaerococcum)","Hordeum","Poaceae","Grasses",NA,"Edible seed/fruit","Large/medium-seeded",NA
"592","ORIGINS","2316–2317","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Hordeum spontaneum",10001,0.301089836223507,"Helbaek66","Hordeum spontaneum","Hordeum spp. (spontaneum, distichum)","Hordeum","Poaceae","Grasses","barley","Edible seed/fruit","Large/medium-seeded",NA
"593","ORIGINS","1962–1962","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Lens",1,3.01059730250482e-05,"Colledge2001","Lens sp.","Lens spp. (incl. culinaris, orientalis)","Lens","Fabaceae","Pulses","lentil","Edible seed/fruit",NA,"Large/medium-seeded"
"594","ORIGINS","1971–1971","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Malva",2,6.02119460500963e-05,"Colledge2001","Malva sp.","Malva spp. (incl. aegyptia, nicaeensis, parviflora, sylvestris)","Malva","Malvaceae","Wild plants",NA,NA,NA,NA
"595","ORIGINS","2323–2323","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Medicago",2,6.02119460500963e-05,"Helbaek66","Medicago sp.","Medicago spp. (incl. laciniata, minima, orbicularis, polymorpha, radiata, truncatula)","Medicago","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Small-seeded"
"596","ORIGINS","2324–2324","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Onobrychis crista-galli",24,0.000722543352601156,"Helbaek66","Onobrychis crista-galli","Onobrychis spp. (incl. crista-galli)","Onobrychis","Fabaceae","Pulses",NA,"Edible seed/fruit",NA,"Large/medium-seeded"
"597","ORIGINS","1953–2314","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Pistacia",23016,0.692919075144509,"Colledge2001;Helbaek66","Pistacia sp.","Pistacia spp. (incl. atlantica, lentiscus, palaestina, terebinthus, vera)","Pistacia","Anacardiaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
"598","ORIGINS","2325–2325","Beidha","Beidha",30.33,35.43,"Phase A","Corresponds to Phase V or VI (Kirkbridge) or Phase A2 or A1 (Byrd) - see Colledge BAR 2001 pg.33.","BEID A",10093,9490,"Quercus",1,3.01059730250482e-05,"Helbaek66","Quercus sp.","Quercus spp. (incl. infectoria, ithaburensis)","Quercus","Fagaceae","Fruits/nuts",NA,"Edible seed/fruit",NA,NA
